01/01/2006 00:25,6,MISCELLANEOUS I RPT (ZMISC)
01/01/2006 00:27,4,TOWED/STORED VEH-14602.6
01/01/2006 00:30,4,10851(A)VC TAKE VEH W/O OWNER
01/01/2006 00:30,5,10851(A)VC TAKE VEH W/O OWNER
01/01/2006 00:30,4,10851(A)VC TAKE VEH W/O OWNER
01/01/2006 00:31,3,211 PC ROBBERY- BUSINESS
01/01/2006 00:36,1,CASUALTY REPORT
01/01/2006 00:36,6,459 PC  BURGLARY BUSINESS
01/01/2006 00:39,5,246 PC SHOOT OCCUP DWELL/VEH
01/01/2006 00:40,3,23152(A) VC DUI-ALCOHOL/DRUGS
01/01/2006 00:46,3,TRAFFIC-ACCIDENT INJURY
01/01/2006 00:55,3,DUI I RPT
01/01/2006 01:00,3,484 PETTY THEFT/LICENSE PLATE
01/01/2006 01:00,6,23152(A) VC DUI-ALCOHOL/DRUGS
01/01/2006 01:00,1,459 PC  BURGLARY VEHICLE
01/01/2006 01:00,1,10851(A)VC TAKE VEH W/O OWNER
01/01/2006 01:00,3,459 PC  BURGLARY VEHICLE
01/01/2006 01:06,5,459 PC  BURGLARY RESIDENCE
01/01/2006 01:30,5,243(D) PC BATT/CIVILIAN W/INJ
01/01/2006 01:30,5,10851(A)VC TAKE VEH W/O OWNER
01/01/2006 01:51,2,246.3 PC NEGL DISCH FIREARM
01/01/2006 02:00,5,487(A) PC GRAND THEFT
01/01/2006 02:09,2,CASUALTY REPORT
01/01/2006 02:10,1,246 PC SHOOT OCCUP DWELL/VEH
01/01/2006 02:14,3,LOST PROPERTY - I RPT
01/01/2006 02:30,6,CASUALTY REPORT
01/01/2006 02:40,2,11351.5 HS POSS SALE RCK COCAI
01/01/2006 02:40,3,211 PC  ROBBERY UNSPECIFIED
01/01/2006 02:47,1,594(B)(2)(A) VANDALISM/ -$400
01/01/2006 02:54,2,243(E)1 BATTERY NONCOHAB SPOUS
01/01/2006 03:00,5,10851(A)VC TAKE VEH W/O OWNER
01/01/2006 03:00,1,594(B)(2)(A) VANDALISM/ -$400
01/01/2006 03:28,5,459 PC  BURGLARY RESIDENCE
01/01/2006 03:30,6,TRAFFIC-ACCIDENT-NON INJURY
01/01/2006 03:52,3,475(C) PASS FORGED NOTE
01/01/2006 04:00,2,245(A)(2) AWDW/FIREARM/CIVILIA
01/01/2006 04:00,1,11377(A)HS POSS AMPHETAMINES
01/01/2006 04:00,1,487(A) GRAND THEFT-INSIDE
01/01/2006 04:00,5,459 PC  BURGLARY VEHICLE
01/01/2006 04:00,6,459 PC  BURGLARY VEHICLE
01/01/2006 04:15,4,TRAFFIC-ACCIDENT-NON INJURY
01/01/2006 04:15,3,484 PC   PETTY THEFT/INSIDE
01/01/2006 04:20,5,TOWED/STORED VEH-14602.6
01/01/2006 04:30,6,10851(A)VC TAKE VEH W/O OWNER
01/01/2006 05:14,5,20002(A) HIT/RUN
01/01/2006 05:22,3,5150 WI DANGER SELF/OTHERS
01/01/2006 06:00,5,TOWED/STORED VEHICLE
01/01/2006 06:00,4,487(A) PC GRAND THEFT
01/01/2006 06:10,3,IMPOUNDED VEHICLE
01/01/2006 06:27,2,10851(A)VC TAKE VEH W/O OWNER
01/01/2006 06:46,3,20002(A) HIT/RUN
01/01/2006 07:00,2,459 PC  BURGLARY RESIDENCE
01/01/2006 07:20,1,PERSON INFORMATION - I RPT
01/01/2006 07:30,6,653M(B) PC ANNOY/RPT CALL HOME
01/01/2006 07:45,2,459 PC  BURGLARY VEHICLE
01/01/2006 07:46,2,20002(A) HIT/RUN
01/01/2006 07:55,4,211 PC ROBBERY- BUSINESS
01/01/2006 07:55,2,CASUALTY REPORT
01/01/2006 08:00,2,594(B)(2)(A) VANDALISM/ -$400
01/01/2006 08:00,1,LOST PROPERTY - I RPT
01/01/2006 08:00,2,LOST PROPERTY - I RPT
01/01/2006 08:00,5,LOST PROPERTY - I RPT
01/01/2006 08:00,6,484J PC PUBLISH CARD INFO
01/01/2006 08:00,2,LOST PROPERTY - I RPT
01/01/2006 08:00,1,530 PC FALSE PERS. REC PROP
01/01/2006 08:00,2,459 PC  BURGLARY BUSINESS
01/01/2006 08:00,3,1708 US   THEFT OF MAIL
01/01/2006 08:00,4,LOST PROPERTY - I RPT
01/01/2006 08:00,4,530.5 PC USE PERSONAL ID INFO
01/01/2006 08:00,2,484 PETTY THEFT CLOUT UNLOCKED
01/01/2006 08:00,1,484G(B) PC ACCESS CARD FRAUD
01/01/2006 08:00,1,530 PC FALSE PERS. REC PROP
01/01/2006 08:00,4,TELEPEST -I RPT
01/01/2006 08:00,2,SUSP PERS-NO CRIME - I RPT
01/01/2006 08:00,1,530 PC FALSE PERS. REC PROP
01/01/2006 08:05,1,10851 VC AUTO THEFT LOCATE
01/01/2006 08:57,2,TOWED/STORED VEHICLE
01/01/2006 09:00,4,653M(B) PC ANNOY/RPT CALL HOME
01/01/2006 09:15,1,242 PC  BATTERY CIVILIAN
01/01/2006 09:15,3,11377(A)HS POSS AMPHETAMINES
01/01/2006 09:30,1,TOWED/STORED VEHICLE
01/01/2006 09:45,3,TOWED/STORED VEHICLE
01/01/2006 09:53,1,506 PC EMBEZZLEMENT/CONTRACTOR
01/01/2006 10:00,6,MISSING PERSON I RPT
01/01/2006 10:00,4,BURGLARY - I RPT
01/01/2006 10:00,2,TOWED/STORED VEHICLE
01/01/2006 10:00,5,THREATS - I RPT
01/01/2006 10:00,3,MISSING PERSON
01/01/2006 10:30,5,459 PC  BURGLARY RESIDENCE
01/01/2006 10:30,3,594(B)(2)(A) VANDALISM/ -$400
01/01/2006 11:00,6,459 PC  BURGLARY RESIDENCE
01/01/2006 11:01,6,11364 HS POSS DRUG PARAPH
01/01/2006 11:04,4,TOWED/STORED VEHICLE
01/01/2006 11:08,2,CASUALTY REPORT
01/01/2006 11:10,3,484 PETTY THEFT-SHOPLIFT
01/01/2006 11:30,5,MISSING PERSON
01/01/2006 11:30,3,11364 HS POSS DRUG PARAPH
01/01/2006 11:30,5,MISSING PERSON
01/01/2006 11:46,3,HARASSMENT - I RPT
01/01/2006 11:49,2,O/S AGENCY -ASSISTANCE- I RPT
01/01/2006 12:00,2,MISSING PERSON
01/01/2006 12:00,5,10851(A)VC TAKE VEH W/O OWNER
01/01/2006 12:00,3,487(D)GRAND THEFT FIREARM/ANIM
01/01/2006 12:00,2,484G(B) PC ACCESS CARD FRAUD
01/01/2006 12:00,2,LOST PROPERTY - I RPT
01/01/2006 12:00,2,530.5 PC USE PERSONAL ID INFO
01/01/2006 12:00,5,653M(A) PC OBSCENE/THREAT CALL
01/01/2006 12:30,2,459 PC  BURGLARY BUSINESS
01/01/2006 12:45,2,647(A) PC LEWD CONDUCT
01/01/2006 12:45,2,TOWED/STORED VEHICLE
01/01/2006 13:00,4,GANG ACTIVITY - I RPT
01/01/2006 13:10,2,11364 HS POSS DRUG PARAPH
01/01/2006 13:49,2,459 PC  BURGLARY-UNSPECIFIED
01/01/2006 14:00,3,530.5 PC USE PERSONAL ID INFO
01/01/2006 14:40,5,HARASSMENT - I RPT
01/01/2006 14:57,1,422 PC THREAT/INTENT TO TERROR
01/01/2006 14:59,3,CASUALTY REPORT
01/01/2006 15:00,5,10851(A)VC TAKE VEH W/O OWNER
01/01/2006 15:00,1,484J PC PUBLISH CARD INFO
01/01/2006 15:13,6,20001(A) VC HIT/RUN INJ/DEATH
01/01/2006 15:30,4,10851(A)VC TAKE VEH W/O OWNER
01/01/2006 15:30,3,484 PETTY THEFT-SHOPLIFT
01/01/2006 15:30,4,LOST PROPERTY - I RPT
01/01/2006 15:36,4,FOUND PROPERTY - I RPT
01/01/2006 15:40,2,TOWED/STORED VEHICLE
01/01/2006 16:00,1,484 PC   PETTY THEFT/INSIDE
01/01/2006 16:00,2,MISSING PERSON
01/01/2006 16:00,1,459 PC  BURGLARY RESIDENCE
01/01/2006 16:00,5,487(A) PC GRAND THEFT
01/01/2006 16:00,3,484 PC   PETTY THEFT/INSIDE
01/01/2006 16:25,3,NON INJ HR/MAIL OUT REPORT
01/01/2006 16:30,2,TOWED/STORED VEHICLE
01/01/2006 16:51,3,TRAFFIC-ACCIDENT-NON INJURY
01/01/2006 16:57,1,10851(A)VC TAKE VEH W/O OWNER
01/01/2006 16:57,5,11364 HS POSS DRUG PARAPH
01/01/2006 16:59,3,TRAFFIC-ACCIDENT-NON INJURY
01/01/2006 17:00,5,10851(A)VC TAKE VEH W/O OWNER
01/01/2006 17:00,6,484 PETTY THEFT/LICENSE PLATE
01/01/2006 17:00,2,459 PC  BURGLARY RESIDENCE
01/01/2006 17:00,1,LOST PROPERTY - I RPT
01/01/2006 17:30,3,197 JUSTIFIABLE HOMI-CIVILIAN
01/01/2006 17:37,3,TRAFFIC-ACCIDENT-NON INJURY
01/01/2006 17:41,6,20001(A) VC HIT/RUN INJ/DEATH
01/01/2006 17:41,6,23153(A) VC DUI CAUSE INJURY
01/01/2006 18:00,2,245(A)(1)AWDW/NO FIREARM/CIVIL
01/01/2006 18:00,2,MISSING PERSON
01/01/2006 18:00,6,594(B)(1)PC  VANDALISM +$400
01/01/2006 18:00,4,594(B)(2)(A) VANDALISM/ -$400
01/01/2006 18:10,2,TRAFFIC-ACCIDENT-NON INJURY
01/01/2006 18:19,6,TOWED/STORED VEHICLE
01/01/2006 18:23,1,484 PETTY THEFT-SHOPLIFT
01/01/2006 18:55,5,211 PC  ROBBERY UNSPECIFIED
01/01/2006 18:55,3,1551(A) FUGITIVE FROM JUSTICE
01/01/2006 19:00,2,MISSING PERSON
01/01/2006 19:00,2,MISSING PERSON
01/01/2006 19:00,5,10851(A)VC TAKE VEH W/O OWNER
01/01/2006 19:00,2,459 PC  BURGLARY VEHICLE
01/01/2006 19:00,4,484 PC   PETTY THEFT/INSIDE
01/01/2006 19:11,3,MISCELLANEOUS I RPT (ZMISC)
01/01/2006 19:40,6,459 PC  BURGLARY VEHICLE
01/01/2006 19:59,3,484 PC   PETTY THEFT/INSIDE
01/01/2006 20:00,2,10851(A)VC TAKE VEH W/O OWNER
01/01/2006 20:00,1,459 PC  BURGLARY VEHICLE
01/01/2006 20:00,2,459 PC  BURGLARY VEHICLE
01/01/2006 20:00,3,TELEPEST -I RPT
01/01/2006 20:05,6,459 PC  BURGLARY RESIDENCE
01/01/2006 20:30,1,THREATS - I RPT
01/01/2006 20:40,2,TOWED/STORED VEHICLE
01/01/2006 20:49,1,THREATS - I RPT
01/01/2006 21:00,1,10851(A)VC TAKE VEH W/O OWNER
01/01/2006 21:00,2,487(A) GRAND THEFT-INSIDE
01/01/2006 21:10,3,20001(A) VC HIT/RUN INJ/DEATH
01/01/2006 21:11,1,20002(A) HIT/RUN
01/01/2006 21:15,6,12020(A)(4) PC DIRK/DAGGER
01/01/2006 21:33,5,20001(A) VC HIT/RUN INJ/DEATH
01/01/2006 22:00,2,10851(A)VC TAKE VEH W/O OWNER
01/01/2006 22:00,1,10851(A)VC TAKE VEH W/O OWNER
01/01/2006 22:00,2,11364 HS POSS DRUG PARAPH
01/01/2006 22:00,6,20002(A) HIT/RUN
01/01/2006 22:00,6,20002(A) HIT/RUN
01/01/2006 22:00,3,459 PC  BURGLARY VEHICLE
01/01/2006 22:00,1,459 PC  BURGLARY VEHICLE
01/01/2006 22:00,6,594(B)(2)(A) VANDALISM/ -$400
01/01/2006 22:10,2,245(A)(1)AWDW/NO FIREARM/CIVIL
01/01/2006 22:28,6,VANDALISM - I RPT
01/01/2006 22:30,6,10851(A)VC TAKE VEH W/O OWNER
01/01/2006 22:30,5,11364 HS POSS DRUG PARAPH
01/01/2006 22:30,2,10851(A)VC TAKE VEH W/O OWNER
01/01/2006 22:36,3,243(D) PC BATT/CIVILIAN W/INJ
01/01/2006 22:45,3,245(A)(1)AWDW/NO FIREARM/CIVIL
01/01/2006 22:54,1,THREATS - I RPT
01/01/2006 23:00,2,242 PC  BATTERY CIVILIAN
01/01/2006 23:00,3,487(A) PC GRAND THEFT
01/01/2006 23:05,2,10851 VC AUTO THEFT LOCATE
01/01/2006 23:14,1,20001(A) VC HIT/RUN INJ/DEATH
01/01/2006 23:16,2,10851 VC AUTO THEFT LOCATE
01/01/2006 23:20,5,10851(A)VC TAKE VEH W/O OWNER
01/01/2006 23:30,5,TOWED/STORED VEH-14602.6
01/01/2006 23:45,6,ROBBERY - I RPT
01/01/2006 23:45,3,459 PC  BURGLARY VEHICLE
01/01/2006 23:59,3,459 PC  BURGLARY VEHICLE
01/02/2006 00:00,6,POSS STOLEN VEHICLE- I RPT
01/02/2006 00:00,5,487(A) GRAND THEFT-AUTO PARTS
01/02/2006 00:00,1,459 PC  BURGLARY RESIDENCE
01/02/2006 00:00,4,594(B)(1)PC  VANDALISM +$400
01/02/2006 00:01,3,594(B)(2)(A) VANDALISM/ -$400
01/02/2006 00:01,6,484 PC  PETTY THEFT AUTO PART
01/02/2006 00:01,3,594(B)(2)(A) VANDALISM/ -$400
01/02/2006 00:01,1,459 PC  BURGLARY VEHICLE
01/02/2006 00:01,6,484 PC  PETTY THEFT/ OUTSIDE
01/02/2006 00:02,6,529 PC FALSE PERSONATION
01/02/2006 00:05,2,11364 HS POSS DRUG PARAPH
01/02/2006 00:30,5,459 PC  BURGLARY RESIDENCE
01/02/2006 00:31,5,VANDALISM - I RPT
01/02/2006 01:00,2,459 PC  BURGLARY RESIDENCE
01/02/2006 01:30,4,487(A) GRAND THEFT-AUTO PARTS
01/02/2006 01:38,1,496(A) RECEIVE STOLEN PROPERTY
01/02/2006 01:41,5,11357(B)HS POSS -28.5GR MARIJ
01/02/2006 01:56,5,TRAFFIC-ACCIDENT-NON INJURY
01/02/2006 02:00,1,FOUND PROPERTY - I RPT
01/02/2006 02:00,5,594(B)(1)PC  VANDALISM +$400
01/02/2006 02:19,4,459 PC  BURGLARY BUSINESS
01/02/2006 03:00,4,459 PC  BURGLARY VEHICLE
01/02/2006 05:00,6,NON INJ HR/MAIL OUT REPORT
01/02/2006 06:12,3,TOWED/STORED VEHICLE
01/02/2006 06:24,2,TOWED/STORED VEHICLE
01/02/2006 06:25,3,243(E)1 BATTERY NONCOHAB SPOUS
01/02/2006 06:30,4,10851(A)VC TAKE VEH W/O OWNER
01/02/2006 06:30,6,459 PC  BURGLARY VEHICLE
01/02/2006 06:48,2,11364 HS POSS DRUG PARAPH
01/02/2006 06:50,3,484 PETTY THEFT/LICENSE PLATE
01/02/2006 07:00,4,290(A)(1)(D) FAIL TO REG-5 DAY
01/02/2006 07:16,2,594(B)(1)VANDALISM GRAF +$400
01/02/2006 07:53,2,TRAFFIC-ACCIDENT-NON INJURY
01/02/2006 08:00,6,10851(A)VC TAKE VEH W/O OWNER
01/02/2006 08:20,3,11350(A)HS POSS CNTRL SUBST
01/02/2006 09:38,6,TOWED/STORED VEHICLE
01/02/2006 09:56,2,10851 VC AUTO THEFT LOCATE
01/02/2006 10:00,2,290(A)(1)(D) FAIL TO REG-5 DAY
01/02/2006 10:00,1,242 PC  BATTERY CIVILIAN
01/02/2006 10:00,1,459 PC  BURGLARY VEHICLE
01/02/2006 10:30,2,MISSING PERSON
01/02/2006 11:00,2,THREATS - I RPT
01/02/2006 11:00,6,MISSING PERSON
01/02/2006 11:03,2,20001(A) VC HIT/RUN INJ/DEATH
01/02/2006 11:32,5,10851 VC AUTO THEFT LOCATE
01/02/2006 11:37,2,TRAFFIC-ACCIDENT-NON INJURY
01/02/2006 11:38,3,BATTERY - I RPT
01/02/2006 11:54,3,20002(A) HIT/RUN
01/02/2006 12:00,2,MISSING PERSON
01/02/2006 12:00,3,1708 US   THEFT OF MAIL
01/02/2006 12:00,6,HARASSMENT - I RPT
01/02/2006 12:10,4,11351.5 HS POSS SALE RCK COCAI
01/02/2006 12:22,3,TOWED/STORED VEH-14602.6
01/02/2006 12:29,2,10851 VC AUTO THEFT LOCATE
01/02/2006 13:00,3,10851(A)VC TAKE VEH W/O OWNER
01/02/2006 13:00,1,530.5 PC USE PERSONAL ID INFO
01/02/2006 13:42,2,245(A)(1)AWDW/NO FIREARM/CIVIL
01/02/2006 14:00,1,459 PC  BURGLARY VEHICLE
01/02/2006 14:00,3,487(A) PC GRAND THEFT
01/02/2006 14:15,5,20002(A) HIT/RUN
01/02/2006 14:21,5,20002(A) HIT/RUN
01/02/2006 14:33,6,215(A) PC    CARJACKING
01/02/2006 15:00,2,459 PC  BURGLARY VEHICLE
01/02/2006 15:30,6,484 PC  PETTY THEFT/ OUTSIDE
01/02/2006 15:39,6,602(K)TRESPASS:INJURE PROPERTY
01/02/2006 15:59,2,459 PC  BURGLARY BUSINESS
01/02/2006 16:00,2,459 PC  BURGLARY VEHICLE
01/02/2006 16:18,3,11377(A)HS POSS AMPHETAMINES
01/02/2006 16:33,3,TRAFFIC-ACCIDENT INJURY
01/02/2006 16:40,2,484 PETTY THEFT/LICENSE PLATE
01/02/2006 16:44,5,TRAFFIC-ACCIDENT INJURY
01/02/2006 16:49,2,503 PC   EMBEZZLEMENT
01/02/2006 16:50,2,459 PC  BURGLARY BUSINESS
01/02/2006 17:00,6,10851(A)VC TAKE VEH W/O OWNER
01/02/2006 17:00,5,242 PC  BATTERY CIVILIAN
01/02/2006 17:00,5,594(B)(2)(A) VANDALISM/ -$400
01/02/2006 17:03,3,20002(A) HIT/RUN
01/02/2006 17:04,3,TRAFFIC-ACCIDENT INJURY
01/02/2006 17:15,5,9.04.050 A DRINKING IN PUBLIC
01/02/2006 17:45,3,459 PC  BURGLARY RESIDENCE
01/02/2006 17:47,4,TOWED/STORED VEHICLE
01/02/2006 17:50,4,459 PC  BURGLARY RESIDENCE
01/02/2006 17:51,2,TOWED/STORED VEH-14602.6
01/02/2006 18:00,3,10851(A)VC TAKE VEH W/O OWNER
01/02/2006 18:00,3,314.1 PC   INDECENT EXPOSURE
01/02/2006 18:00,1,10851(A)VC TAKE VEH W/O OWNER
01/02/2006 18:00,2,THREATS - I RPT
01/02/2006 18:20,3,459 PC  BURGLARY VEHICLE
01/02/2006 18:24,2,TOWED/STORED VEHICLE
01/02/2006 18:25,3,459 PC  BURGLARY VEHICLE
01/02/2006 18:29,3,484 PC   PETTY THEFT/INSIDE
01/02/2006 18:30,4,487(A) PC GRAND THEFT
01/02/2006 18:41,6,11364 HS POSS DRUG PARAPH
01/02/2006 18:45,4,10851(A)VC TAKE VEH W/O OWNER
01/02/2006 18:45,3,CASUALTY REPORT
01/02/2006 18:46,1,MISCELLANEOUS I RPT (ZMISC)
01/02/2006 18:46,4,TRAFFIC-ACCIDENT INJURY
01/02/2006 18:55,2,10851(A)VC TAKE VEH W/O OWNER
01/02/2006 19:00,6,459 PC  BURGLARY RESIDENCE
01/02/2006 19:00,3,459 PC  BURGLARY VEHICLE
01/02/2006 19:00,5,PETTY THEFT - I RPT
01/02/2006 19:01,1,484 PC   PETTY THEFT/INSIDE
01/02/2006 19:05,2,5150 WI DANGER SELF/OTHERS
01/02/2006 19:11,2,TOWED/STORED VEH-14602.6
01/02/2006 19:20,2,MISSING PERSON
01/02/2006 19:22,2,245(A)(1)AWDW/NO FIREARM/CIVIL
01/02/2006 19:51,3,TRAFFIC-ACCIDENT-NON INJURY
01/02/2006 20:02,1,211 PC  ROBBERY UNSPECIFIED
01/02/2006 20:25,6,5150 WI DANGER SELF/OTHERS
01/02/2006 20:30,1,10851(A)VC TAKE VEH W/O OWNER
01/02/2006 20:30,3,10851(A)VC TAKE VEH W/O OWNER
01/02/2006 20:32,4,TOWED/STORED VEHICLE
01/02/2006 20:52,2,FAMILY DISTURBANCE - I RPT
01/02/2006 20:55,3,148.9 PC FALSE ID TO OFFICER
01/02/2006 21:00,2,MISSING PERSON
01/02/2006 21:00,1,459 PC  BURGLARY VEHICLE
01/02/2006 21:00,6,10851(A)VC TAKE VEH W/O OWNER
01/02/2006 21:00,4,594(B)(2)(A) VANDALISM/ -$400
01/02/2006 21:00,5,10851(A)VC TAKE VEH W/O OWNER
01/02/2006 21:00,1,459 PC  BURGLARY VEHICLE
01/02/2006 21:05,5,211 PC ROBBERY- BUSINESS
01/02/2006 21:07,6,211 PC  ROBBERY UNSPECIFIED
01/02/2006 21:13,2,243(E)1 BATTERY NONCOHAB SPOUS
01/02/2006 21:13,2,10851 VC AUTO THEFT LOCATE
01/02/2006 21:25,4,10851(A)VC TAKE VEH W/O OWNER
01/02/2006 21:29,5,PROTECTIVE CUSTODY-I RPT
01/02/2006 21:36,3,PROTECTIVE CUSTODY-I RPT
01/02/2006 21:44,1,211 PC  ROBBERY UNSPECIFIED
01/02/2006 21:55,4,211 PC  ROBBERY UNSPECIFIED
01/02/2006 22:00,3,CASUALTY REPORT
01/02/2006 22:00,2,10851(A)VC TAKE VEH W/O OWNER
01/02/2006 22:00,3,10851(A)VC TAKE VEH W/O OWNER
01/02/2006 22:05,3,CASUALTY REPORT
01/02/2006 22:49,5,CHILD WELFARE - I RPT
01/02/2006 22:54,1,FOUND PROPERTY - I RPT
01/02/2006 22:58,1,TRAFFIC-ACCIDENT INJURY
01/02/2006 23:00,1,459 PC  BURGLARY VEHICLE
01/02/2006 23:00,1,484 PETTY THEFT CLOUT UNLOCKED
01/02/2006 23:15,3,11364 HS POSS DRUG PARAPH
01/02/2006 23:15,2,10851(A)VC TAKE VEH W/O OWNER
01/02/2006 23:30,2,11350(A)HS POSS CNTRL SUBST
01/02/2006 23:30,3,487(A) GRAND THEFT-INSIDE
01/02/2006 23:30,1,459 PC  BURGLARY VEHICLE
01/02/2006 23:42,5,245(A)(1)AWDW/NO FIREARM/CIVIL
01/02/2006 23:44,2,11377(A)HS POSS AMPHETAMINES
01/03/2006 00:00,2,CASUALTY REPORT
01/03/2006 00:00,1,459 PC  BURGLARY VEHICLE
01/03/2006 00:00,6,530.5 PC USE PERSONAL ID INFO
01/03/2006 00:01,6,10851(A)VC TAKE VEH W/O OWNER
01/03/2006 00:01,2,459 PC  BURGLARY VEHICLE
01/03/2006 00:01,3,484 PC-PETTY THEFT-COIN MACHIN
01/03/2006 00:01,3,484 PC-PETTY THEFT-COIN MACHIN
01/03/2006 00:01,3,484 PC-PETTY THEFT-COIN MACHIN
01/03/2006 00:01,4,459 PC  BURGLARY VEHICLE
01/03/2006 00:01,1,459 PC  BURGLARY VEHICLE
01/03/2006 00:01,2,484 PC   PETTY THEFT/INSIDE
01/03/2006 00:01,5,530.5 PC USE PERSONAL ID INFO
01/03/2006 00:02,2,20002(A) HIT/RUN
01/03/2006 00:02,5,TOWED/STORED VEH-14602.6
01/03/2006 00:05,4,211 PC  ROBBERY UNSPECIFIED
01/03/2006 00:08,2,243(E)1 BATTERY NONCOHAB SPOUS
01/03/2006 00:09,3,10851 VC AUTO THEFT LOCATE
01/03/2006 00:22,6,12420 PC SELL/TRANSP TEAR GAS
01/03/2006 00:26,6,594(B)(1)PC  VANDALISM +$400
01/03/2006 00:38,3,10851 VC AUTO THEFT LOCATE
01/03/2006 00:41,4,MISCELLANEOUS I RPT (ZMISC)
01/03/2006 01:00,1,487(A) GRAND THEFT-CLOUT-UNLOC
01/03/2006 02:00,3,10851(A)VC TAKE VEH W/O OWNER
01/03/2006 02:00,3,459 PC  BURGLARY BUSINESS
01/03/2006 02:00,3,459 PC  BURGLARY VEHICLE
01/03/2006 02:01,3,11364 HS POSS DRUG PARAPH
01/03/2006 02:35,2,459 PC  BURGLARY VEHICLE
01/03/2006 02:54,4,594(B)(1)PC  VANDALISM +$400
01/03/2006 03:00,5,THREATS - I RPT
01/03/2006 03:05,3,211 PC  ROBBERY UNSPECIFIED
01/03/2006 03:07,4,10851 VC AUTO THEFT LOCATE
01/03/2006 03:15,2,594(B)(1)PC  VANDALISM +$400
01/03/2006 04:00,1,487(A) PC GRAND THEFT
01/03/2006 04:16,2,BATTERY - I RPT
01/03/2006 04:57,4,187(A)  HOMICIDE
01/03/2006 04:57,4,MISSING PERSON
01/03/2006 05:23,4,ACCIDENTAL FIRES/ARSON -I RPT
01/03/2006 05:30,2,10851(A)VC TAKE VEH W/O OWNER
01/03/2006 05:35,3,5150 WI DANGER SELF/OTHERS
01/03/2006 06:30,2,459 PC  BURGLARY RESIDENCE
01/03/2006 06:39,1,496(A) RECEIVE STOLEN PROPERTY
01/03/2006 07:00,6,BUSINESS PERMITS - I RPT
01/03/2006 07:27,4,TOWED/STORED VEHICLE
01/03/2006 07:30,6,459 PC  BURGLARY RESIDENCE
01/03/2006 07:40,6,594(B)(2)(A) VANDALISM/ -$400
01/03/2006 07:57,6,10851 VC AUTO THEFT LOCATE
01/03/2006 08:00,6,10851(A)VC TAKE VEH W/O OWNER
01/03/2006 08:00,4,FOUND PROPERTY - I RPT
01/03/2006 08:00,1,459 PC  BURGLARY VEHICLE
